FIPS,STATE,COUNTY,ARC,Geographic_Area_Name,Percentage of Unemployment,Percentage of Not in Labor Force,"Percentage o Less than 10,000","Percentage of 10,000 to 14,999 (Income)","Percentage of 15,000 to 24,999 (Income)","Percentage of 25,000 to 34,999 (Income)","Percentage of 35,000 to 49,999 (Income)","Percentage of 50,000 to 74,999 (Income)","Percentage of 75,000 to 99,999 (Income)","Percentage of 100,000 to 149,999 (Income)","Percentage of 150,000 to 199,999 (Income)","Percentage of 200,000 or more",Percentage of with Social Security (Income),Percentage of With Supplemental Security Income (Income),Percentage of With Cash Public Assistance (Income),Percentage of With Food Stamp SNAP (Income),"Percentage of Less than 5,000 (Owner-occupied)","Percentage of 5,000 to 9,999 (Owner-occupied)","Percentage of 10,000 to 14,999 (Owner-occupied)","Percentage of 15,000 to 19,999 (Owner-occupied)","Percentage of 20,000 to 24,999 (Owner-occupied)","Percentage of 25,000 to 34,999 (Owner-occupied)","Percentage of 35,000 to 49,999 (Owner-occupied)","Percentage of 50,000 to 74,999 (Owner-occupied)","Percentage of 75,000 to 99,999 (Owner-occupied)","Percentage of 100,000 to 149,999 (Owner-occupied)","Percentage of 150,000 or more (Owner-occupied)",Year,"Water, Sewer or Combine",Consumption amount (Gallons),Monthly Bill,Annual  Bill
37111,North Carolina,McDowell,ARC,"McDowell County, North Carolina",0.06 ,0.46 ,0.05 ,0.05 ,0.09 ,0.12 ,0.16 ,0.19 ,0.13 ,0.13 ,0.05 ,0.03 ,0.42 ,0.07 ,0.02 ,0.17 ,0.02 ,0.02 ,0.03 ,0.05 ,0.03 ,0.10 ,0.15 ,0.20 ,0.14 ,0.15 ,0.10 ,2022.00 ,Combined,4000,80,960
37113,North Carolina,Macon,ARC,"Macon County, North Carolina",0.03 ,0.48 ,0.06 ,0.07 ,0.12 ,0.10 ,0.14 ,0.18 ,0.12 ,0.12 ,0.05 ,0.04 ,0.47 ,0.05 ,0.01 ,0.10 ,0.02 ,0.02 ,0.06 ,0.04 ,0.05 ,0.10 ,0.13 ,0.19 ,0.14 ,0.14 ,0.11 ,2022.00 ,Combined,4000,80,960
37115,North Carolina,Madison,ARC,"Madison County, North Carolina",0.02 ,0.46 ,0.06 ,0.07 ,0.10 ,0.11 ,0.12 ,0.14 ,0.15 ,0.14 ,0.06 ,0.06 ,0.44 ,0.04 ,0.01 ,0.12 ,0.02 ,0.02 ,0.04 ,0.03 ,0.05 ,0.11 ,0.09 ,0.15 ,0.16 ,0.17 ,0.15 ,2022.00 ,Combined,4000,80,960
37121,North Carolina,Mitchell,ARC,"Mitchell County, North Carolina",0.06 ,0.45 ,0.07 ,0.07 ,0.10 ,0.09 ,0.14 ,0.18 ,0.15 ,0.12 ,0.05 ,0.03 ,0.47 ,0.06 ,0.02 ,0.14 ,0.02 ,0.03 ,0.05 ,0.04 ,0.06 ,0.07 ,0.13 ,0.19 ,0.16 ,0.15 ,0.10 ,2022.00 ,Combined,4000,80,960
37149,North Carolina,Polk,ARC,"Polk County, North Carolina",0.04 ,0.47 ,0.05 ,0.05 ,0.09 ,0.11 ,0.11 ,0.19 ,0.14 ,0.14 ,0.05 ,0.06 ,0.51 ,0.03 ,0.03 ,0.09 ,0.03 ,0.01 ,0.04 ,0.05 ,0.04 ,0.08 ,0.12 ,0.19 ,0.14 ,0.17 ,0.13 ,2022.00 ,Combined,4000,80,960
37161,North Carolina,Rutherford,ARC,"Rutherford County, North Carolina",0.06 ,0.47 ,0.06 ,0.07 ,0.12 ,0.12 ,0.14 ,0.19 ,0.12 ,0.12 ,0.04 ,0.04 ,0.44 ,0.06 ,0.02 ,0.19 ,0.03 ,0.01 ,0.04 ,0.05 ,0.05 ,0.10 ,0.15 ,0.20 ,0.13 ,0.14 ,0.11 ,2022.00 ,Combined,4000,80,960
37169,North Carolina,Stokes,ARC,"Stokes County, North Carolina",0.05 ,0.45 ,0.04 ,0.06 ,0.09 ,0.09 ,0.15 ,0.21 ,0.15 ,0.13 ,0.05 ,0.03 ,0.41 ,0.05 ,0.04 ,0.13 ,0.02 ,0.01 ,0.04 ,0.03 ,0.04 ,0.08 ,0.13 ,0.23 ,0.17 ,0.16 ,0.10 ,2022.00 ,Combined,4000,80,960
37171,North Carolina,Surry,ARC,"Surry County, North Carolina",0.05 ,0.43 ,0.06 ,0.07 ,0.12 ,0.11 ,0.11 ,0.15 ,0.15 ,0.15 ,0.04 ,0.03 ,0.41 ,0.07 ,0.02 ,0.18 ,0.03 ,0.02 ,0.05 ,0.04 ,0.05 ,0.11 ,0.11 ,0.14 ,0.17 ,0.19 ,0.10 ,2022.00 ,Combined,4000,80,960
37173,North Carolina,Swain,ARC,"Swain County, North Carolina",0.08 ,0.45 ,0.06 ,0.08 ,0.13 ,0.08 ,0.13 ,0.14 ,0.12 ,0.17 ,0.06 ,0.03 ,0.41 ,0.08 ,0.03 ,0.14 ,0.04 ,0.00 ,0.04 ,0.05 ,0.06 ,0.09 ,0.12 ,0.14 ,0.13 ,0.21 ,0.12 ,2022.00 ,Combined,4000,80,960
37175,North Carolina,Transylvania,ARC,"Transylvania County, North Carolina",0.04 ,0.48 ,0.06 ,0.04 ,0.07 ,0.09 ,0.15 ,0.17 ,0.13 ,0.16 ,0.06 ,0.06 ,0.50 ,0.04 ,0.02 ,0.10 ,0.01 ,0.03 ,0.02 ,0.03 ,0.02 ,0.09 ,0.13 ,0.18 ,0.14 ,0.20 ,0.15 ,2022.00 ,Combined,4000,80,960
37189,North Carolina,Watauga,ARC,"Watauga County, North Carolina",0.09 ,0.40 ,0.11 ,0.06 ,0.10 ,0.10 ,0.14 ,0.14 ,0.12 ,0.13 ,0.05 ,0.06 ,0.31 ,0.02 ,0.01 ,0.06 ,0.03 ,0.02 ,0.01 ,0.06 ,0.02 ,0.07 ,0.12 ,0.17 ,0.14 ,0.18 ,0.17 ,2022.00 ,Combined,4000,80,960
37193,North Carolina,Wilkes,ARC,"Wilkes County, North Carolina",0.06 ,0.44 ,0.05 ,0.06 ,0.12 ,0.11 ,0.17 ,0.19 ,0.13 ,0.12 ,0.04 ,0.02 ,0.45 ,0.06 ,0.02 ,0.15 ,0.02 ,0.02 ,0.04 ,0.05 ,0.04 ,0.09 ,0.17 ,0.20 ,0.15 ,0.15 ,0.08 ,2022.00 ,Combined,4000,80,960
37197,North Carolina,Yadkin,ARC,"Yadkin County, North Carolina",0.05 ,0.41 ,0.04 ,0.03 ,0.13 ,0.11 ,0.15 ,0.17 ,0.14 ,0.13 ,0.06 ,0.06 ,0.42 ,0.06 ,0.02 ,0.12 ,0.02 ,0.01 ,0.01 ,0.05 ,0.05 ,0.09 ,0.15 ,0.18 ,0.17 ,0.15 ,0.14 ,2022.00 ,Combined,4000,80,960
37199,North Carolina,Yancey,ARC,"Yancey County, North Carolina",0.08 ,0.46 ,0.09 ,0.06 ,0.09 ,0.09 ,0.15 ,0.18 ,0.11 ,0.15 ,0.05 ,0.04 ,0.47 ,0.05 ,0.03 ,0.12 ,0.03 ,0.04 ,0.04 ,0.03 ,0.04 ,0.09 ,0.15 ,0.18 ,0.12 ,0.17 ,0.11 ,2022.00 ,Combined,4000,80,960
39001,Ohio,Adams,ARC,"Adams County, Ohio",0.06 ,0.49 ,0.08 ,0.07 ,0.14 ,0.12 ,0.12 ,0.15 ,0.12 ,0.14 ,0.03 ,0.04 ,0.40 ,0.08 ,0.04 ,0.20 ,0.03 ,0.01 ,0.04 ,0.07 ,0.04 ,0.09 ,0.14 ,0.15 ,0.13 ,0.18 ,0.10 ,2022.00 ,Combined,4000,80,960
39007,Ohio,Ashtabula,ARC,"Ashtabula County, Ohio",0.08 ,0.42 ,0.06 ,0.06 ,0.11 ,0.10 ,0.15 ,0.18 ,0.13 ,0.13 ,0.05 ,0.03 ,0.39 ,0.06 ,0.02 ,0.17 ,0.02 ,0.02 ,0.03 ,0.03 ,0.05 ,0.08 ,0.15 ,0.19 ,0.15 ,0.17 ,0.11 ,2022.00 ,Combined,4000,80,960
39009,Ohio,Athens,ARC,"Athens County, Ohio",0.06 ,0.44 ,0.10 ,0.07 ,0.12 ,0.09 ,0.12 ,0.15 ,0.12 ,0.14 ,0.05 ,0.04 ,0.27 ,0.08 ,0.03 ,0.15 ,0.04 ,0.01 ,0.02 ,0.04 ,0.03 ,0.09 ,0.13 ,0.16 ,0.15 ,0.20 ,0.14 ,2022.00 ,Combined,4000,80,960
39013,Ohio,Belmont,ARC,"Belmont County, Ohio",0.06 ,0.46 ,0.06 ,0.05 ,0.08 ,0.11 ,0.14 ,0.19 ,0.14 ,0.15 ,0.05 ,0.04 ,0.39 ,0.09 ,0.02 ,0.14 ,0.01 ,0.02 ,0.03 ,0.02 ,0.04 ,0.09 ,0.14 ,0.21 ,0.16 ,0.18 ,0.11 ,2022.00 ,Combined,4000,80,960
39015,Ohio,Brown,ARC,"Brown County, Ohio",0.04 ,0.43 ,0.04 ,0.08 ,0.10 ,0.07 ,0.11 ,0.17 ,0.16 ,0.19 ,0.04 ,0.05 ,0.38 ,0.08 ,0.02 ,0.16 ,0.01 ,0.01 ,0.04 ,0.03 ,0.03 ,0.06 ,0.11 ,0.19 ,0.17 ,0.23 ,0.11 ,2022.00 ,Combined,4000,80,960
39019,Ohio,Carroll,ARC,"Carroll County, Ohio",0.04 ,0.44 ,0.05 ,0.04 ,0.09 ,0.08 ,0.14 ,0.22 ,0.13 ,0.16 ,0.05 ,0.05 ,0.37 ,0.07 ,0.02 ,0.12 ,0.02 ,0.01 ,0.02 ,0.03 ,0.03 ,0.06 ,0.14 ,0.25 ,0.14 ,0.18 ,0.12 ,2022.00 ,Combined,4000,80,960
39025,Ohio,Clermont,ARC,"Clermont County, Ohio",0.04 ,0.35 ,0.03 ,0.03 ,0.07 ,0.07 ,0.09 ,0.17 ,0.15 ,0.19 ,0.10 ,0.10 ,0.33 ,0.06 ,0.02 ,0.07 ,0.01 ,0.01 ,0.01 ,0.02 ,0.03 ,0.05 ,0.08 ,0.15 ,0.15 ,0.23 ,0.25 ,2022.00 ,Combined,4000,80,960
39029,Ohio,Columbiana,ARC,"Columbiana County, Ohio",0.05 ,0.42 ,0.05 ,0.05 ,0.11 ,0.11 ,0.14 ,0.17 ,0.15 ,0.14 ,0.06 ,0.03 ,0.37 ,0.07 ,0.02 ,0.14 ,0.02 ,0.01 ,0.02 ,0.03 ,0.04 ,0.10 ,0.12 ,0.18 ,0.17 ,0.18 ,0.11 ,2022.00 ,Combined,4000,80,960
39031,Ohio,Coshocton,ARC,"Coshocton County, Ohio",0.06 ,0.43 ,0.07 ,0.06 ,0.10 ,0.11 ,0.14 ,0.17 ,0.14 ,0.13 ,0.05 ,0.02 ,0.37 ,0.07 ,0.03 ,0.18 ,0.03 ,0.01 ,0.02 ,0.04 ,0.04 ,0.10 ,0.14 ,0.19 ,0.17 ,0.16 ,0.10 ,2022.00 ,Combined,4000,80,960
39053,Ohio,Gallia,ARC,"Gallia County, Ohio",0.04 ,0.47 ,0.06 ,0.06 ,0.09 ,0.10 ,0.14 ,0.20 ,0.10 ,0.16 ,0.05 ,0.04 ,0.42 ,0.07 ,0.02 ,0.17 ,0.02 ,0.02 ,0.05 ,0.04 ,0.03 ,0.09 ,0.14 ,0.21 ,0.12 ,0.18 ,0.11 ,2022.00 ,Combined,4000,80,960
39059,Ohio,Guernsey,ARC,"Guernsey County, Ohio",0.05 ,0.43 ,0.07 ,0.04 ,0.10 ,0.11 ,0.15 ,0.19 ,0.14 ,0.13 ,0.04 ,0.03 ,0.36 ,0.07 ,0.03 ,0.17 ,0.02 ,0.02 ,0.02 ,0.03 ,0.04 ,0.10 ,0.15 ,0.22 ,0.16 ,0.15 ,0.10 ,2022.00 ,Combined,4000,80,960
39067,Ohio,Harrison,ARC,"Harrison County, Ohio",0.05 ,0.50 ,0.05 ,0.06 ,0.10 ,0.11 ,0.15 ,0.17 ,0.14 ,0.14 ,0.04 ,0.04 ,0.40 ,0.08 ,0.02 ,0.14 ,0.02 ,0.01 ,0.04 ,0.05 ,0.07 ,0.08 ,0.14 ,0.18 ,0.16 ,0.16 ,0.09 ,2022.00 ,Combined,4000,80,960
39071,Ohio,Highland,ARC,"Highland County, Ohio",0.04 ,0.42 ,0.05 ,0.05 ,0.10 ,0.09 ,0.13 ,0.22 ,0.12 ,0.18 ,0.05 ,0.02 ,0.38 ,0.08 ,0.03 ,0.17 ,0.02 ,0.01 ,0.03 ,0.04 ,0.03 ,0.07 ,0.12 ,0.23 ,0.15 ,0.22 ,0.08 ,2022.00 ,Combined,4000,80,960
39073,Ohio,Hocking,ARC,"Hocking County, Ohio",0.05 ,0.41 ,0.05 ,0.04 ,0.10 ,0.10 ,0.13 ,0.17 ,0.15 ,0.19 ,0.04 ,0.03 ,0.35 ,0.08 ,0.03 ,0.17 ,0.02 ,0.00 ,0.02 ,0.03 ,0.04 ,0.08 ,0.11 ,0.19 ,0.18 ,0.23 ,0.09 ,2022.00 ,Combined,4000,80,960
39075,Ohio,Holmes,ARC,"Holmes County, Ohio",0.02 ,0.35 ,0.04 ,0.03 ,0.06 ,0.08 ,0.10 ,0.22 ,0.14 ,0.18 ,0.09 ,0.07 ,0.23 ,0.03 ,0.02 ,0.04 ,0.01 ,0.01 ,0.02 ,0.02 ,0.02 ,0.06 ,0.10 ,0.22 ,0.15 ,0.20 ,0.20 ,2022.00 ,Combined,4000,80,960
39079,Ohio,Jackson,ARC,"Jackson County, Ohio",0.06 ,0.43 ,0.07 ,0.05 ,0.11 ,0.09 ,0.13 ,0.21 ,0.13 ,0.14 ,0.04 ,0.04 ,0.36 ,0.07 ,0.03 ,0.18 ,0.03 ,0.02 ,0.04 ,0.04 ,0.03 ,0.06 ,0.13 ,0.22 ,0.15 ,0.17 ,0.11 ,2022.00 ,Combined,4000,80,960
39081,Ohio,Jefferson,ARC,"Jefferson County, Ohio",0.06 ,0.45 ,0.07 ,0.05 ,0.11 ,0.11 ,0.13 ,0.19 ,0.12 ,0.14 ,0.04 ,0.03 ,0.39 ,0.07 ,0.02 ,0.16 ,0.02 ,0.02 ,0.02 ,0.04 ,0.05 ,0.10 ,0.12 ,0.21 ,0.15 ,0.18 ,0.10 ,2022.00 ,Combined,4000,80,960
39087,Ohio,Lawrence,ARC,"Lawrence County, Ohio",0.04 ,0.47 ,0.05 ,0.07 ,0.12 ,0.09 ,0.16 ,0.19 ,0.13 ,0.12 ,0.04 ,0.04 ,0.40 ,0.10 ,0.03 ,0.21 ,0.03 ,0.02 ,0.04 ,0.06 ,0.04 ,0.08 ,0.16 ,0.19 ,0.15 ,0.14 ,0.10 ,2022.00 ,Combined,4000,80,960
39099,Ohio,Mahoning,ARC,"Mahoning County, Ohio",0.07 ,0.40 ,0.07 ,0.06 ,0.09 ,0.10 ,0.14 ,0.17 ,0.12 ,0.15 ,0.05 ,0.04 ,0.38 ,0.07 ,0.03 ,0.18 ,0.03 ,0.02 ,0.03 ,0.03 ,0.04 ,0.08 ,0.13 ,0.18 ,0.14 ,0.19 ,0.13 ,2022.00 ,Combined,4000,80,960
39105,Ohio,Meigs,ARC,"Meigs County, Ohio",0.06 ,0.50 ,0.07 ,0.07 ,0.12 ,0.13 ,0.15 ,0.15 ,0.12 ,0.12 ,0.05 ,0.02 ,0.43 ,0.11 ,0.02 ,0.24 ,0.05 ,0.01 ,0.03 ,0.05 ,0.05 ,0.12 ,0.15 ,0.17 ,0.13 ,0.15 ,0.09 ,2022.00 ,Combined,4000,80,960
39111,Ohio,Monroe,ARC,"Monroe County, Ohio",0.05 ,0.48 ,0.06 ,0.04 ,0.10 ,0.12 ,0.14 ,0.17 ,0.15 ,0.11 ,0.06 ,0.04 ,0.40 ,0.07 ,0.03 ,0.15 ,0.03 ,0.02 ,0.02 ,0.04 ,0.04 ,0.11 ,0.14 ,0.20 ,0.16 ,0.13 ,0.12 ,2022.00 ,Combined,4000,80,960
39115,Ohio,Morgan,ARC,"Morgan County, Ohio",0.05 ,0.49 ,0.07 ,0.07 ,0.12 ,0.09 ,0.15 ,0.23 ,0.11 ,0.12 ,0.03 ,0.02 ,0.41 ,0.07 ,0.03 ,0.19 ,0.03 ,0.01 ,0.04 ,0.04 ,0.05 ,0.08 ,0.17 ,0.23 ,0.13 ,0.15 ,0.07 ,2022.00 ,Combined,4000,80,960
39119,Ohio,Muskingum,ARC,"Muskingum County, Ohio",0.05 ,0.40 ,0.05 ,0.06 ,0.11 ,0.10 ,0.13 ,0.17 ,0.14 ,0.14 ,0.07 ,0.04 ,0.37 ,0.07 ,0.03 ,0.19 ,0.02 ,0.01 ,0.03 ,0.03 ,0.04 ,0.07 ,0.12 ,0.19 ,0.15 ,0.18 ,0.14 ,2022.00 ,Combined,4000,80,960
39121,Ohio,Noble,ARC,"Noble County, Ohio",0.05 ,0.63 ,0.04 ,0.10 ,0.09 ,0.14 ,0.12 ,0.18 ,0.09 ,0.13 ,0.06 ,0.04 ,0.56 ,0.03 ,0.02 ,0.09 ,0.02 ,0.01 ,0.10 ,0.05 ,0.03 ,0.12 ,0.13 ,0.20 ,0.09 ,0.15 ,0.11 ,2022.00 ,Combined,4000,80,960
39127,Ohio,Perry,ARC,"Perry County, Ohio",0.05 ,0.44 ,0.06 ,0.06 ,0.09 ,0.08 ,0.13 ,0.18 ,0.16 ,0.13 ,0.07 ,0.05 ,0.38 ,0.09 ,0.04 ,0.18 ,0.03 ,0.01 ,0.03 ,0.03 ,0.04 ,0.07 ,0.13 ,0.19 ,0.18 ,0.16 ,0.14 ,2022.00 ,Combined,4000,80,960
39131,Ohio,Pike,ARC,"Pike County, Ohio",0.05 ,0.50 ,0.08 ,0.08 ,0.10 ,0.09 ,0.14 ,0.15 ,0.12 ,0.14 ,0.06 ,0.03 ,0.38 ,0.12 ,0.03 ,0.24 ,0.02 ,0.03 ,0.06 ,0.04 ,0.05 ,0.08 ,0.13 ,0.16 ,0.12 ,0.19 ,0.12 ,2022.00 ,Combined,4000,80,960
39141,Ohio,Ross,ARC,"Ross County, Ohio",0.06 ,0.46 ,0.06 ,0.05 ,0.09 ,0.12 ,0.12 ,0.16 ,0.14 ,0.18 ,0.04 ,0.04 ,0.36 ,0.08 ,0.03 ,0.18 ,0.01 ,0.01 ,0.03 ,0.03 ,0.05 ,0.10 ,0.11 ,0.16 ,0.16 ,0.23 ,0.11 ,2022.00 ,Combined,4000,80,960
39145,Ohio,Scioto,ARC,"Scioto County, Ohio",0.08 ,0.52 ,0.07 ,0.10 ,0.14 ,0.10 ,0.13 ,0.16 ,0.11 ,0.13 ,0.04 ,0.03 ,0.41 ,0.11 ,0.03 ,0.26 ,0.02 ,0.01 ,0.07 ,0.04 ,0.06 ,0.09 ,0.13 ,0.17 ,0.14 ,0.16 ,0.11 ,2022.00 ,Combined,4000,80,960
39155,Ohio,Trumbull,ARC,"Trumbull County, Ohio",0.05 ,0.45 ,0.07 ,0.06 ,0.10 ,0.10 ,0.14 ,0.19 ,0.13 ,0.13 ,0.04 ,0.04 ,0.40 ,0.07 ,0.02 ,0.14 ,0.03 ,0.02 ,0.03 ,0.03 ,0.04 ,0.08 ,0.14 ,0.21 ,0.15 ,0.17 ,0.10 ,2022.00 ,Combined,4000,80,960
39157,Ohio,Tuscarawas,ARC,"Tuscarawas County, Ohio",0.05 ,0.38 ,0.05 ,0.04 ,0.09 ,0.10 ,0.13 ,0.19 ,0.15 ,0.16 ,0.05 ,0.04 ,0.36 ,0.06 ,0.02 ,0.14 ,0.02 ,0.02 ,0.02 ,0.03 ,0.03 ,0.07 ,0.12 ,0.20 ,0.16 ,0.21 ,0.13 ,2022.00 ,Combined,4000,80,960
39163,Ohio,Vinton,ARC,"Vinton County, Ohio",0.04 ,0.49 ,0.07 ,0.06 ,0.09 ,0.07 ,0.21 ,0.17 ,0.10 ,0.14 ,0.09 ,0.01 ,0.41 ,0.11 ,0.04 ,0.23 ,0.04 ,0.02 ,0.03 ,0.04 ,0.03 ,0.04 ,0.22 ,0.17 ,0.13 ,0.18 ,0.12 ,2022.00 ,Combined,4000,80,960
39167,Ohio,Washington,ARC,"Washington County, Ohio",0.05 ,0.42 ,0.05 ,0.05 ,0.11 ,0.11 ,0.13 ,0.16 ,0.16 ,0.15 ,0.06 ,0.04 ,0.38 ,0.07 ,0.02 ,0.12 ,0.02 ,0.01 ,0.03 ,0.04 ,0.04 ,0.08 ,0.13 ,0.17 ,0.18 ,0.18 ,0.12 ,2022.00 ,Combined,4000,80,960
42003,Pennsylvania,Allegheny,ARC,"Allegheny County, Pennsylvania",0.05 ,0.35 ,0.05 ,0.04 ,0.07 ,0.08 ,0.11 ,0.16 ,0.12 ,0.17 ,0.09 ,0.11 ,0.34 ,0.05 ,0.03 ,0.12 ,0.02 ,0.01 ,0.02 ,0.02 ,0.02 ,0.05 ,0.09 ,0.15 ,0.13 ,0.20 ,0.27 ,2022.00 ,Combined,4000,80,960
42005,Pennsylvania,Armstrong,ARC,"Armstrong County, Pennsylvania",0.05 ,0.42 ,0.04 ,0.05 ,0.09 ,0.09 ,0.13 ,0.19 ,0.15 ,0.16 ,0.06 ,0.04 ,0.42 ,0.06 ,0.04 ,0.15 ,0.01 ,0.01 ,0.02 ,0.03 ,0.04 ,0.09 ,0.12 ,0.19 ,0.16 ,0.18 ,0.13 ,2022.00 ,Combined,4000,80,960
42007,Pennsylvania,Beaver,ARC,"Beaver County, Pennsylvania",0.06 ,0.39 ,0.05 ,0.04 ,0.09 ,0.08 ,0.12 ,0.18 ,0.13 ,0.18 ,0.08 ,0.06 ,0.41 ,0.06 ,0.03 ,0.14 ,0.01 ,0.01 ,0.02 ,0.03 ,0.04 ,0.07 ,0.11 ,0.19 ,0.15 ,0.21 ,0.17 ,2022.00 ,Combined,4000,80,960
42009,Pennsylvania,Bedford,ARC,"Bedford County, Pennsylvania",0.04 ,0.42 ,0.04 ,0.05 ,0.12 ,0.10 ,0.13 ,0.18 ,0.14 ,0.16 ,0.05 ,0.04 ,0.45 ,0.04 ,0.02 ,0.13 ,0.02 ,0.01 ,0.03 ,0.05 ,0.05 ,0.09 ,0.13 ,0.18 ,0.15 ,0.19 ,0.10 ,2022.00 ,Combined,4000,80,960
42013,Pennsylvania,Blair,ARC,"Blair County, Pennsylvania",0.04 ,0.41 ,0.05 ,0.05 ,0.09 ,0.09 ,0.13 ,0.17 ,0.14 ,0.16 ,0.06 ,0.05 ,0.40 ,0.05 ,0.04 ,0.17 ,0.02 ,0.01 ,0.03 ,0.03 ,0.03 ,0.08 ,0.12 ,0.18 ,0.16 ,0.21 ,0.13 ,2022.00 ,Combined,4000,80,960
42015,Pennsylvania,Bradford,ARC,"Bradford County, Pennsylvania",0.05 ,0.44 ,0.04 ,0.04 ,0.09 ,0.10 ,0.15 ,0.16 ,0.15 ,0.17 ,0.06 ,0.04 ,0.41 ,0.05 ,0.03 ,0.12 ,0.02 ,0.01 ,0.03 ,0.03 ,0.04 ,0.08 ,0.13 ,0.17 ,0.16 ,0.20 ,0.13 ,2022.00 ,Combined,4000,80,960
42019,Pennsylvania,Butler,ARC,"Butler County, Pennsylvania",0.05 ,0.37 ,0.04 ,0.03 ,0.07 ,0.07 ,0.09 ,0.16 ,0.12 ,0.20 ,0.10 ,0.12 ,0.36 ,0.04 ,0.02 ,0.09 ,0.02 ,0.01 ,0.01 ,0.02 ,0.03 ,0.06 ,0.08 ,0.15 ,0.13 ,0.23 ,0.27 ,2022.00 ,Combined,4000,80,960
42021,Pennsylvania,Cambria,ARC,"Cambria County, Pennsylvania",0.05 ,0.45 ,0.06 ,0.06 ,0.10 ,0.11 ,0.14 ,0.18 ,0.13 ,0.15 ,0.05 ,0.04 ,0.44 ,0.06 ,0.04 ,0.18 ,0.02 ,0.01 ,0.03 ,0.04 ,0.04 ,0.09 ,0.13 ,0.19 ,0.16 ,0.18 ,0.11 ,2022.00 ,Combined,4000,80,960
42023,Pennsylvania,Cameron,ARC,"Cameron County, Pennsylvania",0.07 ,0.49 ,0.05 ,0.07 ,0.15 ,0.12 ,0.17 ,0.19 ,0.12 ,0.09 ,0.02 ,0.02 ,0.50 ,0.07 ,0.05 ,0.25 ,0.01 ,0.01 ,0.05 ,0.05 ,0.04 ,0.10 ,0.18 ,0.21 ,0.17 ,0.12 ,0.05 ,2022.00 ,Combined,4000,80,960
42025,Pennsylvania,Carbon,ARC,"Carbon County, Pennsylvania",0.07 ,0.39 ,0.04 ,0.05 ,0.08 ,0.09 ,0.13 ,0.18 ,0.13 ,0.18 ,0.06 ,0.05 ,0.42 ,0.06 ,0.02 ,0.14 ,0.02 ,0.01 ,0.03 ,0.03 ,0.03 ,0.08 ,0.12 ,0.20 ,0.14 ,0.20 ,0.14 ,2022.00 ,Combined,4000,80,960
42027,Pennsylvania,Centre,ARC,"Centre County, Pennsylvania",0.04 ,0.44 ,0.07 ,0.04 ,0.08 ,0.08 ,0.11 ,0.15 ,0.12 ,0.17 ,0.08 ,0.10 ,0.29 ,0.04 ,0.02 ,0.07 ,0.01 ,0.01 ,0.01 ,0.02 ,0.02 ,0.05 ,0.09 ,0.15 ,0.14 ,0.23 ,0.26 ,2022.00 ,Combined,4000,80,960
42031,Pennsylvania,Clarion,ARC,"Clarion County, Pennsylvania",0.06 ,0.41 ,0.05 ,0.06 ,0.10 ,0.10 ,0.12 ,0.18 ,0.13 ,0.16 ,0.05 ,0.05 ,0.39 ,0.06 ,0.03 ,0.15 ,0.02 ,0.01 ,0.02 ,0.03 ,0.04 ,0.09 ,0.12 ,0.19 ,0.15 ,0.20 ,0.13 ,2022.00 ,Combined,4000,80,960
42033,Pennsylvania,Clearfield,ARC,"Clearfield County, Pennsylvania",0.06 ,0.45 ,0.05 ,0.05 ,0.11 ,0.10 ,0.13 ,0.21 ,0.14 ,0.14 ,0.04 ,0.03 ,0.41 ,0.07 ,0.04 ,0.19 ,0.01 ,0.02 ,0.04 ,0.04 ,0.04 ,0.08 ,0.13 ,0.22 ,0.15 ,0.17 ,0.09 ,2022.00 ,Combined,4000,80,960
42035,Pennsylvania,Clinton,ARC,"Clinton County, Pennsylvania",0.05 ,0.40 ,0.05 ,0.05 ,0.10 ,0.10 ,0.12 ,0.18 ,0.14 ,0.16 ,0.06 ,0.03 ,0.40 ,0.07 ,0.03 ,0.15 ,0.01 ,0.02 ,0.02 ,0.04 ,0.04 ,0.08 ,0.12 ,0.21 ,0.15 ,0.19 ,0.13 ,2022.00 ,Combined,4000,80,960
42037,Pennsylvania,Columbia,ARC,"Columbia County, Pennsylvania",0.05 ,0.42 ,0.06 ,0.05 ,0.10 ,0.08 ,0.14 ,0.18 ,0.13 ,0.15 ,0.06 ,0.05 ,0.38 ,0.05 ,0.02 ,0.10 ,0.02 ,0.01 ,0.03 ,0.04 ,0.04 ,0.07 ,0.12 ,0.19 ,0.14 ,0.20 ,0.15 ,2022.00 ,Combined,4000,80,960
42039,Pennsylvania,Crawford,ARC,"Crawford County, Pennsylvania",0.06 ,0.44 ,0.04 ,0.05 ,0.10 ,0.11 ,0.13 ,0.20 ,0.14 ,0.15 ,0.05 ,0.04 ,0.42 ,0.09 ,0.03 ,0.17 ,0.02 ,0.01 ,0.03 ,0.03 ,0.03 ,0.09 ,0.13 ,0.20 ,0.17 ,0.18 ,0.11 ,2022.00 ,Combined,4000,80,960
42047,Pennsylvania,Elk,ARC,"Elk County, Pennsylvania",0.07 ,0.38 ,0.04 ,0.03 ,0.10 ,0.09 ,0.15 ,0.18 ,0.17 ,0.14 ,0.05 ,0.04 ,0.42 ,0.06 ,0.03 ,0.14 ,0.02 ,0.01 ,0.01 ,0.02 ,0.04 ,0.09 ,0.14 ,0.19 ,0.21 ,0.17 ,0.11 ,2022.00 ,Combined,4000,80,960
