FIPS,Geographic Area Name,Estimate!!Total:,Estimate!!Total:!!Owner occupied:,"Estimate!!Total:!!Owner occupied:!!Less than $5,000","Percentage of Less than $5,000","Estimate!!Total:!!Owner occupied:!!$5,000 to $9,999","Percentage of $5,000 to $9,999","Estimate!!Total:!!Owner occupied:!!$10,000 to $14,999","Percentage of $10,000 to $14,999","Estimate!!Total:!!Owner occupied:!!$15,000 to $19,999","Percentage of $15,000 to $19,999","Estimate!!Total:!!Owner occupied:!!$20,000 to $24,999","Percentage of $20,000 to $24,999","Estimate!!Total:!!Owner occupied:!!$25,000 to $34,999","Percentage of $25,000 to $34,999","Estimate!!Total:!!Owner occupied:!!$35,000 to $49,999","Percentage of $35,000 to $49,999","Estimate!!Total:!!Owner occupied:!!$50,000 to $74,999","Percentage of $50,000 to $74,999","Estimate!!Total:!!Owner occupied:!!$75,000 to $99,999","Percentage of $75,000 to $99,999","Estimate!!Total:!!Owner occupied:!!$100,000 to $149,999","Percentage of $100,000 to $149,999","Estimate!!Total:!!Owner occupied:!!$150,000 or more","Percentage of $150,000 or more"
48133,"Eastland County, Texas",7083,4922,241,4.90 ,56,1.14 ,172,3.49 ,285,5.79,250,5.08,388,7.88,683,13.88,708,14.38,617,12.54,917,18.63,605,12.29
48135,"Ector County, Texas",60676,39398,1199,3.04 ,473,1.20 ,1072,2.72 ,1055,2.68,1204,3.06,2579,6.55,3528,8.95,6317,16.03,5028,12.76,8253,20.95,8690,22.06
48137,"Edwards County, Texas",526,430,5,1.16 ,14,3.26 ,62,14.42 ,13,3.02,10,2.33,87,20.23,108,25.12,28,6.51,20,4.65,42,9.77,41,9.53
48139,"Ellis County, Texas",65686,49846,491,0.99 ,319,0.64 ,804,1.61 ,622,1.25,752,1.51,2479,4.97,3116,6.25,6513,13.07,7300,14.65,13235,26.55,14215,28.52
48141,"El Paso County, Texas",292580,184338,4632,2.51 ,4063,2.20 ,7015,3.81 ,6412,3.48,7566,4.1,14435,7.83,22515,12.21,35148,19.07,24225,13.14,32933,17.87,25394,13.78
48143,"Erath County, Texas",16007,10124,277,2.74 ,196,1.94 ,267,2.64 ,221,2.18,321,3.17,608,6.01,1345,13.29,1477,14.59,1746,17.25,2066,20.41,1600,15.8
48145,"Falls County, Texas",5499,4313,239,5.54 ,66,1.53 ,122,2.83 ,234,5.43,140,3.25,645,14.95,524,12.15,879,20.38,459,10.64,627,14.54,378,8.76
48147,"Fannin County, Texas",12699,9528,142,1.49 ,167,1.75 ,192,2.02 ,278,2.92,409,4.29,714,7.49,1070,11.23,1751,18.38,1191,12.5,1778,18.66,1836,19.27
48149,"Fayette County, Texas",9310,7570,279,3.69 ,149,1.97 ,158,2.09 ,205,2.71,302,3.99,438,5.79,755,9.97,1170,15.46,1353,17.87,1493,19.72,1268,16.75
48151,"Fisher County, Texas",1514,1197,26,2.17 ,33,2.76 ,28,2.34 ,46,3.84,31,2.59,99,8.27,172,14.37,248,20.72,155,12.95,214,17.88,145,12.11
48153,"Floyd County, Texas",1938,1348,19,1.41 ,61,4.53 ,99,7.34 ,120,8.9,68,5.04,64,4.75,135,10.01,268,19.88,194,14.39,166,12.31,154,11.42
48155,"Foard County, Texas",462,315,11,3.49 ,0,0.00 ,20,6.35 ,8,2.54,20,6.35,47,14.92,59,18.73,65,20.63,5,1.59,60,19.05,20,6.35
48157,"Fort Bend County, Texas",270136,209960,2260,1.08 ,1680,0.80 ,2186,1.04 ,2567,1.22,2488,1.18,6604,3.15,13058,6.22,24408,11.63,23819,11.34,45499,21.67,85391,40.67
48159,"Franklin County, Texas",3782,3029,5,0.17 ,39,1.29 ,15,0.50 ,26,0.86,21,0.69,407,13.44,329,10.86,811,26.77,213,7.03,440,14.53,723,23.87
48161,"Freestone County, Texas",6701,5097,141,2.77 ,73,1.43 ,174,3.41 ,342,6.71,202,3.96,414,8.12,592,11.61,876,17.19,609,11.95,880,17.27,794,15.58
48163,"Frio County, Texas",4709,2894,19,0.66 ,75,2.59 ,135,4.66 ,250,8.64,181,6.25,230,7.95,221,7.64,301,10.4,424,14.65,892,30.82,166,5.74
48165,"Gaines County, Texas",6909,5078,29,0.57 ,10,0.20 ,318,6.26 ,196,3.86,63,1.24,279,5.49,438,8.63,938,18.47,806,15.87,900,17.72,1101,21.68
48167,"Galveston County, Texas",135275,91684,1804,1.97 ,1089,1.19 ,2265,2.47 ,1680,1.83,1998,2.18,4513,4.92,6802,7.42,11239,12.26,12107,13.21,18804,20.51,29383,32.05
48169,"Garza County, Texas",1677,1167,6,0.51 ,5,0.43 ,108,9.25 ,41,3.51,10,0.86,158,13.54,152,13.02,184,15.77,140,12,263,22.54,100,8.57
48171,"Gillespie County, Texas",11035,7705,110,1.43 ,61,0.79 ,192,2.49 ,132,1.71,284,3.69,495,6.42,791,10.27,1490,19.34,882,11.45,1485,19.27,1783,23.14
48173,"Glasscock County, Texas",415,257,3,1.17 ,0,0.00 ,2,0.78 ,0,0,0,0,27,10.51,28,10.89,19,7.39,25,9.73,69,26.85,84,32.68
48175,"Goliad County, Texas",2720,2249,120,5.34 ,30,1.33 ,105,4.67 ,12,0.53,143,6.36,153,6.8,287,12.76,345,15.34,224,9.96,349,15.52,481,21.39
48177,"Gonzales County, Texas",7412,4968,131,2.64 ,12,0.24 ,186,3.74 ,216,4.35,148,2.98,489,9.84,507,10.21,1059,21.32,607,12.22,797,16.04,816,16.43
48179,"Gray County, Texas",8021,5648,87,1.54 ,71,1.26 ,159,2.82 ,270,4.78,380,6.73,488,8.64,733,12.98,1038,18.38,742,13.14,904,16.01,776,13.74
48181,"Grayson County, Texas",52084,34954,634,1.81 ,265,0.76 ,888,2.54 ,777,2.22,813,2.33,2310,6.61,4095,11.72,6709,19.19,4632,13.25,7231,20.69,6600,18.88
48183,"Gregg County, Texas",47008,27982,330,1.18 ,489,1.75 ,403,1.44 ,887,3.17,668,2.39,2191,7.83,3062,10.94,4573,16.34,3959,14.15,6044,21.6,5376,19.21
48185,"Grimes County, Texas",9769,7641,172,2.25 ,151,1.98 ,169,2.21 ,333,4.36,253,3.31,517,6.77,891,11.66,1246,16.31,1027,13.44,1489,19.49,1393,18.23
48187,"Guadalupe County, Texas",60463,47052,825,1.75 ,341,0.72 ,1147,2.44 ,908,1.93,795,1.69,2228,4.74,3906,8.3,7041,14.96,7152,15.2,11234,23.88,11475,24.39
48189,"Hale County, Texas",10997,6789,177,2.61 ,81,1.19 ,280,4.12 ,336,4.95,335,4.93,542,7.98,823,12.12,1353,19.93,937,13.8,1247,18.37,678,9.99
48191,"Hall County, Texas",1145,802,6,0.75 ,7,0.87 ,46,5.74 ,44,5.49,81,10.1,89,11.1,150,18.7,99,12.34,128,15.96,65,8.1,87,10.85
48193,"Hamilton County, Texas",3131,2608,31,1.19 ,77,2.95 ,194,7.44 ,97,3.72,106,4.06,323,12.38,371,14.23,389,14.92,305,11.69,424,16.26,291,11.16
48195,"Hansford County, Texas",1763,1329,13,0.98 ,7,0.53 ,32,2.41 ,36,2.71,53,3.99,129,9.71,177,13.32,200,15.05,232,17.46,241,18.13,209,15.73
48197,"Hardeman County, Texas",1304,883,15,1.70 ,20,2.27 ,31,3.51 ,13,1.47,60,6.8,87,9.85,70,7.93,199,22.54,132,14.95,182,20.61,74,8.38
48199,"Hardin County, Texas",20845,17208,365,2.12 ,197,1.14 ,760,4.42 ,443,2.57,900,5.23,1116,6.49,1447,8.41,2708,15.74,2413,14.02,3694,21.47,3165,18.39
48201,"Harris County, Texas",1692896,924703,17986,1.95 ,10453,1.13 ,17231,1.86 ,17352,1.88,21589,2.33,48856,5.28,76617,8.29,135243,14.63,120695,13.05,183772,19.87,274909,29.73
48203,"Harrison County, Texas",24993,18494,508,2.75 ,304,1.64 ,524,2.83 ,748,4.04,855,4.62,1689,9.13,1390,7.52,3341,18.07,2833,15.32,3424,18.51,2878,15.56
48205,"Hartley County, Texas",1626,1296,17,1.31 ,0,0.00 ,12,0.93 ,76,5.86,7,0.54,79,6.1,106,8.18,239,18.44,118,9.1,315,24.31,327,25.23
48207,"Haskell County, Texas",2090,1462,29,1.98 ,34,2.33 ,83,5.68 ,68,4.65,82,5.61,128,8.76,241,16.48,263,17.99,203,13.89,198,13.54,133,9.1
48209,"Hays County, Texas",89328,56117,933,1.66 ,500,0.89 ,471,0.84 ,559,1,935,1.67,2453,4.37,3362,5.99,8166,14.55,7937,14.14,13107,23.36,17694,31.53
48211,"Hemphill County, Texas",1345,987,11,1.11 ,0,0.00 ,0,0.00 ,39,3.95,75,7.6,38,3.85,147,14.89,113,11.45,68,6.89,251,25.43,245,24.82
48213,"Henderson County, Texas",31973,24300,832,3.42 ,420,1.73 ,932,3.84 ,958,3.94,1087,4.47,1948,8.02,2524,10.39,4301,17.7,3147,12.95,4586,18.87,3565,14.67
48215,"Hidalgo County, Texas",257499,174713,3965,2.27 ,5104,2.92 ,8664,4.96 ,9992,5.72,9289,5.32,16774,9.6,20525,11.75,31138,17.82,22187,12.7,27531,15.76,19544,11.19
48217,"Hill County, Texas",13390,10088,199,1.97 ,122,1.21 ,263,2.61 ,441,4.37,355,3.52,945,9.37,1278,12.67,1893,18.76,1487,14.74,1759,17.44,1346,13.34
48219,"Hockley County, Texas",7922,5765,132,2.29 ,49,0.85 ,163,2.83 ,294,5.1,293,5.08,661,11.47,728,12.63,917,15.91,550,9.54,1274,22.1,704,12.21
48221,"Hood County, Texas",24734,19879,403,2.03 ,422,2.12 ,371,1.87 ,595,2.99,333,1.68,1528,7.69,2048,10.3,2702,13.59,2942,14.8,4048,20.36,4487,22.57
48223,"Hopkins County, Texas",13781,9655,242,2.51 ,123,1.27 ,363,3.76 ,260,2.69,389,4.03,868,8.99,1077,11.15,1718,17.79,1364,14.13,1741,18.03,1510,15.64
48225,"Houston County, Texas",7464,5180,90,1.74 ,96,1.85 ,124,2.39 ,374,7.22,363,7.01,438,8.46,654,12.63,941,18.17,651,12.57,737,14.23,712,13.75
48227,"Howard County, Texas",12010,8017,132,1.65 ,103,1.28 ,286,3.57 ,191,2.38,150,1.87,653,8.15,824,10.28,1195,14.91,1440,17.96,1563,19.5,1480,18.46
48229,"Hudspeth County, Texas",890,608,34,5.59 ,11,1.81 ,80,13.16 ,3,0.49,35,5.76,120,19.74,70,11.51,206,33.88,1,0.16,47,7.73,1,0.16
48231,"Hunt County, Texas",36560,25573,323,1.26 ,395,1.54 ,584,2.28 ,958,3.75,954,3.73,1875,7.33,2796,10.93,4165,16.29,4093,16.01,4884,19.1,4546,17.78
48233,"Hutchinson County, Texas",6711,5497,114,2.07 ,52,0.95 ,102,1.86 ,220,4,177,3.22,534,9.71,695,12.64,1070,19.47,611,11.12,1253,22.79,669,12.17
48235,"Irion County, Texas",647,571,20,3.50 ,0,0.00 ,9,1.58 ,24,4.2,30,5.25,59,10.33,89,15.59,128,22.42,94,16.46,61,10.68,57,9.98
48237,"Jack County, Texas",2997,2183,74,3.39 ,16,0.73 ,40,1.83 ,77,3.53,101,4.63,214,9.8,237,10.86,423,19.38,338,15.48,351,16.08,312,14.29
48239,"Jackson County, Texas",5235,3875,64,1.65 ,97,2.50 ,171,4.41 ,55,1.42,100,2.58,250,6.45,355,9.16,766,19.77,602,15.54,747,19.28,668,17.24
48241,"Jasper County, Texas",13142,10466,175,1.67 ,285,2.72 ,283,2.70 ,724,6.92,508,4.85,1357,12.97,1251,11.95,1775,16.96,1506,14.39,1546,14.77,1056,10.09
48243,"Jeff Davis County, Texas",1095,978,81,8.28 ,0,0.00 ,142,14.52 ,31,3.17,69,7.06,136,13.91,53,5.42,124,12.68,111,11.35,64,6.54,167,17.08
48245,"Jefferson County, Texas",93193,57492,1410,2.45 ,885,1.54 ,1567,2.73 ,1518,2.64,2202,3.83,4067,7.07,7066,12.29,9909,17.24,7116,12.38,10576,18.4,11176,19.44
48247,"Jim Hogg County, Texas",1342,855,17,1.99 ,29,3.39 ,0,0.00 ,51,5.96,87,10.18,60,7.02,146,17.08,164,19.18,71,8.3,183,21.4,47,5.5
48249,"Jim Wells County, Texas",12914,8774,243,2.77 ,216,2.46 ,467,5.32 ,289,3.29,356,4.06,921,10.5,1191,13.57,1472,16.78,947,10.79,1604,18.28,1068,12.17
48251,"Johnson County, Texas",62297,46360,986,2.13 ,383,0.83 ,1146,2.47 ,740,1.6,753,1.62,2585,5.58,4786,10.32,7791,16.81,7029,15.16,11216,24.19,8945,19.29
48253,"Jones County, Texas",5917,4862,235,4.83 ,46,0.95 ,207,4.26 ,133,2.74,145,2.98,445,9.15,594,12.22,1314,27.03,591,12.16,702,14.44,450,9.26
48255,"Karnes County, Texas",4359,2943,61,2.07 ,86,2.92 ,55,1.87 ,167,5.67,173,5.88,215,7.31,331,11.25,430,14.61,323,10.98,416,14.14,686,23.31
48257,"Kaufman County, Texas",47899,37065,565,1.52 ,423,1.14 ,778,2.10 ,583,1.57,763,2.06,1890,5.1,2985,8.05,5906,15.93,5298,14.29,8880,23.96,8994,24.27
48259,"Kendall County, Texas",16763,12803,234,1.83 ,36,0.28 ,171,1.34 ,45,0.35,188,1.47,366,2.86,965,7.54,1472,11.5,1567,12.24,2443,19.08,5316,41.52
48261,"Kenedy County, Texas",38,6,0,0.00 ,0,0.00 ,0,0.00 ,0,0,0,0,0,0,3,50,0,0,0,0,0,0,3,50
48263,"Kent County, Texas",246,199,13,6.53 ,0,0.00 ,15,7.54 ,0,0,12,6.03,0,0,27,13.57,59,29.65,24,12.06,33,16.58,16,8.04
48265,"Kerr County, Texas",22024,15571,253,1.62 ,162,1.04 ,461,2.96 ,511,3.28,519,3.33,807,5.18,2029,13.03,2920,18.75,2220,14.26,3039,19.52,2650,17.02
48267,"Kimble County, Texas",1715,1359,52,3.83 ,46,3.38 ,64,4.71 ,50,3.68,49,3.61,108,7.95,144,10.6,179,13.17,212,15.6,207,15.23,248,18.25
48269,"King County, Texas",80,32,15,46.88 ,0,0.00 ,0,0.00 ,0,0,0,0,0,0,2,6.25,9,28.13,0,0,5,15.63,1,3.13
48271,"Kinney County, Texas",1105,829,0,0.00 ,0,0.00 ,62,7.48 ,17,2.05,199,24,0,0,91,10.98,247,29.79,33,3.98,103,12.42,77,9.29
48273,"Kleberg County, Texas",11915,6443,254,3.94 ,34,0.53 ,361,5.60 ,55,0.85,206,3.2,691,10.72,588,9.13,1022,15.86,1048,16.27,1286,19.96,898,13.94
48275,"Knox County, Texas",1248,974,24,2.46 ,15,1.54 ,19,1.95 ,107,10.99,35,3.59,82,8.42,142,14.58,186,19.1,119,12.22,148,15.2,97,9.96
48277,"Lamar County, Texas",20122,13423,377,2.81 ,315,2.35 ,463,3.45 ,538,4.01,721,5.37,1005,7.49,1044,7.78,2531,18.86,1868,13.92,2759,20.55,1802,13.42
48279,"Lamb County, Texas",4632,3375,95,2.81 ,44,1.30 ,159,4.71 ,131,3.88,78,2.31,305,9.04,501,14.84,667,19.76,510,15.11,521,15.44,364,10.79
48281,"Lampasas County, Texas",7934,6388,76,1.19 ,93,1.46 ,70,1.10 ,133,2.08,185,2.9,525,8.22,700,10.96,1082,16.94,1037,16.23,1324,20.73,1163,18.21
48283,"La Salle County, Texas",1688,1335,16,1.20 ,105,7.87 ,60,4.49 ,56,4.19,66,4.94,98,7.34,147,11.01,364,27.27,205,15.36,99,7.42,119,8.91
48285,"Lavaca County, Texas",8206,6261,85,1.36 ,109,1.74 ,229,3.66 ,207,3.31,358,5.72,644,10.29,653,10.43,1189,18.99,674,10.77,1066,17.03,1047,16.72
48287,"Lee County, Texas",6313,4930,159,3.23 ,70,1.42 ,200,4.06 ,257,5.21,211,4.28,316,6.41,431,8.74,940,19.07,813,16.49,795,16.13,738,14.97
48289,"Leon County, Texas",6397,5010,192,3.83 ,74,1.48 ,90,1.80 ,260,5.19,286,5.71,425,8.48,733,14.63,888,17.72,489,9.76,750,14.97,823,16.43
48291,"Liberty County, Texas",28921,23359,467,2.00 ,873,3.74 ,795,3.40 ,746,3.19,817,3.5,2062,8.83,2671,11.43,4311,18.46,3411,14.6,3520,15.07,3686,15.78
48293,"Limestone County, Texas",8195,6129,147,2.40 ,46,0.75 ,288,4.70 ,141,2.3,300,4.89,806,13.15,710,11.58,1400,22.84,605,9.87,916,14.95,770,12.56
48295,"Lipscomb County, Texas",1135,885,31,3.50 ,14,1.58 ,35,3.95 ,38,4.29,9,1.02,38,4.29,62,7.01,194,21.92,158,17.85,185,20.9,121,13.67
48297,"Live Oak County, Texas",4153,3108,137,4.41 ,46,1.48 ,157,5.05 ,162,5.21,145,4.67,161,5.18,476,15.32,563,18.11,334,10.75,523,16.83,404,13
48299,"Llano County, Texas",9612,7579,143,1.89 ,88,1.16 ,98,1.29 ,262,3.46,260,3.43,689,9.09,970,12.8,1387,18.3,889,11.73,1191,15.71,1602,21.14
48301,"Loving County, Texas",40,12,0,0.00 ,0,0.00 ,0,0.00 ,0,0,0,0,0,0,0,0,0,0,0,0,11,91.67,1,8.33
48303,"Lubbock County, Texas",121685,67644,1300,1.92 ,857,1.27 ,1719,2.54 ,1597,2.36,1415,2.09,4297,6.35,6571,9.71,10405,15.38,10780,15.94,13966,20.65,14737,21.79
48305,"Lynn County, Texas",2053,1485,26,1.75 ,9,0.61 ,120,8.08 ,58,3.91,72,4.85,139,9.36,200,13.47,228,15.35,148,9.97,242,16.3,243,16.36
48307,"McCulloch County, Texas",3186,2229,89,3.99 ,29,1.30 ,88,3.95 ,79,3.54,62,2.78,264,11.84,247,11.08,502,22.52,418,18.75,259,11.62,192,8.61
48309,"McLennan County, Texas",94985,56585,1172,2.07 ,818,1.45 ,1124,1.99 ,2026,3.58,1701,3.01,3663,6.47,5808,10.26,9109,16.1,8242,14.57,11790,20.84,11132,19.67
48311,"McMullen County, Texas",202,174,2,1.15 ,0,0.00 ,30,17.24 ,13,7.47,3,1.72,14,8.05,7,4.02,33,18.97,17,9.77,26,14.94,29,16.67
48313,"Madison County, Texas",4081,2911,144,4.95 ,52,1.79 ,50,1.72 ,78,2.68,121,4.16,121,4.16,282,9.69,672,23.08,468,16.08,538,18.48,385,13.23
48315,"Marion County, Texas",4014,3115,82,2.63 ,86,2.76 ,164,5.26 ,153,4.91,188,6.04,317,10.18,508,16.31,528,16.95,496,15.92,306,9.82,287,9.21
48317,"Martin County, Texas",1912,1163,42,3.61 ,6,0.52 ,0,0.00 ,11,0.95,59,5.07,91,7.82,69,5.93,187,16.08,220,18.92,202,17.37,276,23.73
48319,"Mason County, Texas",1519,1216,52,4.28 ,11,0.90 ,31,2.55 ,18,1.48,12,0.99,122,10.03,111,9.13,161,13.24,253,20.81,230,18.91,215,17.68
48321,"Matagorda County, Texas",14073,9766,406,4.16 ,274,2.81 ,253,2.59 ,503,5.15,251,2.57,663,6.79,1211,12.4,1746,17.88,1429,14.63,1649,16.89,1381,14.14
48323,"Maverick County, Texas",17901,12199,291,2.39 ,406,3.33 ,750,6.15 ,445,3.65,590,4.84,1137,9.32,1444,11.84,1852,15.18,1861,15.26,2209,18.11,1214,9.95
48325,"Medina County, Texas",17296,14194,222,1.56 ,90,0.63 ,290,2.04 ,426,3,661,4.66,823,5.8,1211,8.53,3124,22.01,1814,12.78,3115,21.95,2418,17.04
48327,"Menard County, Texas",905,683,18,2.64 ,62,9.08 ,58,8.49 ,32,4.69,73,10.69,39,5.71,132,19.33,63,9.22,84,12.3,31,4.54,91,13.32
48329,"Midland County, Texas",65265,43733,655,1.50 ,895,2.05 ,474,1.08 ,670,1.53,668,1.53,2809,6.42,3317,7.58,5097,11.65,5874,13.43,8324,19.03,14950,34.18
48331,"Milam County, Texas",9767,7448,110,1.48 ,143,1.92 ,311,4.18 ,264,3.54,221,2.97,797,10.7,921,12.37,1444,19.39,1063,14.27,1220,16.38,954,12.81
48333,"Mills County, Texas",1833,1561,23,1.47 ,41,2.63 ,38,2.43 ,102,6.53,38,2.43,124,7.94,203,13,356,22.81,171,10.95,206,13.2,259,16.59
48335,"Mitchell County, Texas",2411,1710,25,1.46 ,32,1.87 ,122,7.13 ,42,2.46,86,5.03,118,6.9,230,13.45,230,13.45,194,11.35,320,18.71,311,18.19
48337,"Montague County, Texas",7907,6301,86,1.36 ,158,2.51 ,110,1.75 ,271,4.3,188,2.98,525,8.33,734,11.65,1247,19.79,898,14.25,1440,22.85,644,10.22
48339,"Montgomery County, Texas",224474,163258,3265,2.00 ,1357,0.83 ,2413,1.48 ,2294,1.41,3101,1.9,7810,4.78,10526,6.45,20791,12.74,19463,11.92,32161,19.7,60077,36.8
48341,"Moore County, Texas",6989,4537,56,1.23 ,63,1.39 ,122,2.69 ,267,5.88,193,4.25,148,3.26,588,12.96,1111,24.49,508,11.2,860,18.96,621,13.69
48343,"Morris County, Texas",4879,3587,102,2.84 ,0,0.00 ,150,4.18 ,208,5.8,203,5.66,354,9.87,501,13.97,918,25.59,409,11.4,475,13.24,267,7.44
48345,"Motley County, Texas",460,349,2,0.57 ,0,0.00 ,23,6.59 ,27,7.74,16,4.58,31,8.88,39,11.17,68,19.48,40,11.46,86,24.64,17,4.87
48347,"Nacogdoches County, Texas",24893,14708,254,1.73 ,188,1.28 ,520,3.54 ,488,3.32,631,4.29,856,5.82,1315,8.94,3215,21.86,2673,18.17,2477,16.84,2091,14.22
48349,"Navarro County, Texas",18058,12257,300,2.45 ,142,1.16 ,371,3.03 ,510,4.16,539,4.4,907,7.4,1784,14.55,1871,15.26,1683,13.73,2482,20.25,1668,13.61
48351,"Newton County, Texas",4787,3858,63,1.63 ,159,4.12 ,177,4.59 ,213,5.52,360,9.33,592,15.34,394,10.21,808,20.94,280,7.26,432,11.2,380,9.85
48353,"Nolan County, Texas",5670,3711,101,2.72 ,72,1.94 ,101,2.72 ,158,4.26,292,7.87,285,7.68,578,15.58,634,17.08,450,12.13,561,15.12,479,12.91
48355,"Nueces County, Texas",130122,77275,2053,2.66 ,1083,1.40 ,2683,3.47 ,2154,2.79,2819,3.65,4768,6.17,7064,9.14,12357,15.99,12008,15.54,15206,19.68,15080,19.51
48357,"Ochiltree County, Texas",3684,2597,14,0.54 ,35,1.35 ,67,2.58 ,27,1.04,101,3.89,284,10.94,329,12.67,486,18.71,508,19.56,510,19.64,236,9.09
48359,"Oldham County, Texas",631,452,17,3.76 ,10,2.21 ,11,2.43 ,6,1.33,3,0.66,23,5.09,40,8.85,107,23.67,84,18.58,53,11.73,98,21.68
48361,"Orange County, Texas",31274,23503,379,1.61 ,375,1.60 ,513,2.18 ,766,3.26,582,2.48,1530,6.51,2161,9.19,3919,16.67,3183,13.54,5140,21.87,4955,21.08
48363,"Palo Pinto County, Texas",10640,7667,145,1.89 ,253,3.30 ,200,2.61 ,203,2.65,411,5.36,405,5.28,821,10.71,1364,17.79,1203,15.69,1506,19.64,1156,15.08
48365,"Panola County, Texas",8062,6493,142,2.19 ,112,1.72 ,217,3.34 ,493,7.59,360,5.54,690,10.63,592,9.12,844,13,937,14.43,923,14.22,1183,18.22
48367,"Parker County, Texas",52622,43127,941,2.18 ,411,0.95 ,628,1.46 ,822,1.91,751,1.74,2097,4.86,2857,6.62,5758,13.35,5565,12.9,9160,21.24,14137,32.78
48369,"Parmer County, Texas",3203,2280,12,0.53 ,15,0.66 ,55,2.41 ,44,1.93,82,3.6,174,7.63,419,18.38,357,15.66,293,12.85,464,20.35,365,16.01
48371,"Pecos County, Texas",5070,3580,172,4.80 ,45,1.26 ,150,4.19 ,180,5.03,27,0.75,356,9.94,414,11.56,579,16.17,376,10.5,601,16.79,680,18.99
48373,"Polk County, Texas",18084,14110,530,3.76 ,285,2.02 ,570,4.04 ,474,3.36,457,3.24,1329,9.42,1810,12.83,2865,20.3,1497,10.61,2656,18.82,1637,11.6
48375,"Potter County, Texas",42824,23904,632,2.64 ,505,2.11 ,901,3.77 ,1033,4.32,1125,4.71,2504,10.48,3072,12.85,4021,16.82,2829,11.83,3735,15.63,3547,14.84
48377,"Presidio County, Texas",2275,1683,135,8.02 ,29,1.72 ,158,9.39 ,101,6,80,4.75,428,25.43,108,6.42,104,6.18,193,11.47,238,14.14,109,6.48
48379,"Rains County, Texas",4710,3766,193,5.12 ,7,0.19 ,151,4.01 ,102,2.71,122,3.24,322,8.55,470,12.48,660,17.53,337,8.95,732,19.44,670,17.79
48381,"Randall County, Texas",54984,38208,570,1.49 ,156,0.41 ,553,1.45 ,1089,2.85,726,1.9,1773,4.64,3631,9.5,5558,14.55,5999,15.7,9564,25.03,8589,22.48
48383,"Reagan County, Texas",1090,735,8,1.09 ,10,1.36 ,7,0.95 ,18,2.45,18,2.45,35,4.76,113,15.37,181,24.63,102,13.88,133,18.1,110,14.97
48385,"Real County, Texas",992,736,0,0.00 ,0,0.00 ,37,5.03 ,52,7.07,60,8.15,53,7.2,95,12.91,180,24.46,144,19.57,64,8.7,51,6.93
48387,"Red River County, Texas",4662,3497,146,4.18 ,82,2.34 ,253,7.23 ,149,4.26,169,4.83,364,10.41,523,14.96,764,21.85,317,9.06,421,12.04,309,8.84
48389,"Reeves County, Texas",4117,3089,110,3.56 ,59,1.91 ,82,2.65 ,215,6.96,139,4.5,341,11.04,297,9.61,352,11.4,561,18.16,493,15.96,440,14.24
48391,"Refugio County, Texas",2235,1694,83,4.90 ,7,0.41 ,15,0.89 ,90,5.31,45,2.66,211,12.46,148,8.74,483,28.51,310,18.3,170,10.04,132,7.79
48393,"Roberts County, Texas",320,277,3,1.08 ,0,0.00 ,3,1.08 ,0,0,5,1.81,62,22.38,28,10.11,57,20.58,45,16.25,49,17.69,25,9.03
48395,"Robertson County, Texas",6309,4746,80,1.69 ,118,2.49 ,156,3.29 ,106,2.23,217,4.57,422,8.89,511,10.77,985,20.75,676,14.24,819,17.26,656,13.82
48397,"Rockwall County, Texas",37881,31503,321,1.02 ,105,0.33 ,121,0.38 ,342,1.09,355,1.13,649,2.06,1328,4.22,3271,10.38,3662,11.62,7833,24.86,13516,42.9
48399,"Runnels County, Texas",3780,2907,27,0.93 ,76,2.61 ,126,4.33 ,173,5.95,68,2.34,274,9.43,327,11.25,696,23.94,300,10.32,479,16.48,361,12.42
48401,"Rusk County, Texas",17792,14084,400,2.84 ,112,0.80 ,392,2.78 ,485,3.44,467,3.32,1412,10.03,1780,12.64,2189,15.54,2361,16.76,2227,15.81,2259,16.04
48403,"Sabine County, Texas",4471,3793,147,3.88 ,56,1.48 ,225,5.93 ,171,4.51,239,6.3,442,11.65,539,14.21,854,22.52,306,8.07,393,10.36,421,11.1
48405,"San Augustine County, Texas",3051,2212,95,4.29 ,67,3.03 ,69,3.12 ,70,3.16,127,5.74,197,8.91,343,15.51,519,23.46,301,13.61,328,14.83,96,4.34
48407,"San Jacinto County, Texas",10064,8354,236,2.82 ,168,2.01 ,523,6.26 ,477,5.71,267,3.2,714,8.55,1259,15.07,1225,14.66,965,11.55,1112,13.31,1408,16.85
48409,"San Patricio County, Texas",23920,16229,359,2.21 ,303,1.87 ,577,3.56 ,311,1.92,636,3.92,1240,7.64,1943,11.97,2452,15.11,2278,14.04,3179,19.59,2951,18.18
48411,"San Saba County, Texas",2014,1532,47,3.07 ,1,0.07 ,41,2.68 ,69,4.5,88,5.74,214,13.97,174,11.36,340,22.19,249,16.25,167,10.9,142,9.27
48413,"Schleicher County, Texas",899,757,35,4.62 ,41,5.42 ,21,2.77 ,61,8.06,23,3.04,83,10.96,108,14.27,78,10.3,94,12.42,146,19.29,67,8.85
48415,"Scurry County, Texas",5693,4603,88,1.91 ,43,0.93 ,180,3.91 ,121,2.63,285,6.19,431,9.36,703,15.27,713,15.49,283,6.15,1032,22.42,724,15.73
48417,"Shackelford County, Texas",1324,1073,45,4.19 ,30,2.80 ,20,1.86 ,18,1.68,35,3.26,28,2.61,201,18.73,225,20.97,139,12.95,175,16.31,157,14.63
