FIPS,STATE,COUNTY,Geographic Area Name,Utility Name,Latitude,Longitude,Percentage of Unemployment,Percentage of Not in Labor Force,"Percentage of Less than 10,000 (Income)","Percentage of 10,000 to 14,999 (Income)","Percentage of 15,000 to 24,999 (Income)","Percentage of 25,000 to 34,999 (Income)","Percentage of 35,000 to 49,999 (Income)","Percentage of 50,000 to 74,999 (Income)","Percentage of 75,000 to 99,999 (Income)","Percentage of 100,000 to 149,999 (Income)","Percentage of 150,000 to 199,999 (Income)","Percentage of 200,000 or more (Income)",Percentage of with Social Security (Income),Percentage of With Supplemental Security Income (Income),Percentage of With Cash Public Assistance (Income),Percentage of With Food Stamp SNAP (Income), Percentage of Below Poverty Level All People (Income),"Percentage of Less than 5,000 (Owner-occupied)","Percentage of 5,000 to 9,999 (Owner-occupied)","Percentage of 10,000 to 14,999 (Owner-occupied)","Percentage of 15,000 to 19,999 (Owner-occupied)","Percentage of 20,000 to 24,999 (Owner-occupied)","Percentage of 25,000 to 34,999 (Owner-occupied)","Percentage of 35,000 to 49,999 (Owner-occupied)","Percentage of 50,000 to 74,999 (Owner-occupied)","Percentage of 75,000 to 99,999 (Owner-occupied)","Percentage of 100,000 to 149,999 (Owner-occupied)","Percentage of 150,000 or more (Owner-occupied)","Water, Sewer or Combine",Consumption amount (Gallons),Monthly Bill,Annual  Bill,Year
42059,Pennsylvania,Greene,"Greene County, Pennsylvania",,,,5.17,49.73,4.95,4.75,10.02,8.71,11.3,16.28,14.34,19.09,6.1,4.46,41.19,7.09,3.74,19.05,10.4,3.34,1.42,2.99,3.05,5.79,6.79,9.68,16.35,16.05,21.42,13.12,Combined,4000,80,960,2022
42061,Pennsylvania,Huntingdon,"Huntingdon County, Pennsylvania",,,,5.09,48.11,4.43,4.39,9.77,8.34,13.7,18.08,15.42,15.73,5.57,4.57,44.37,6.61,2.88,13.27,8.9,1.72,0.97,2.65,3.59,3.93,7.6,13.32,19.52,15.96,18.38,12.36,Combined,4000,80,960,2022
42063,Pennsylvania,Indiana,"Indiana County, Pennsylvania",,,,6.46,44.43,5.3,5.1,10.86,9.86,13.93,16.4,13.11,15.07,6.75,3.62,39.42,6.61,3.49,13.83,7.5,1.97,1.15,3.02,3.07,4.32,8.51,13.2,17.75,15.67,17.68,13.66,Combined,4000,80,960,2022
42065,Pennsylvania,Jefferson,"Jefferson County, Pennsylvania",,,,5.37,41.63,4.92,4.68,10,10.72,14.62,20.46,12.49,14.24,3.95,3.92,41.21,5.74,2.89,14.15,11.6,1.83,1.15,2.76,3.79,3.59,9.28,14.29,21.59,14.17,17.41,10.14,Combined,4000,80,960,2022
42067,Pennsylvania,Juniata,"Juniata County, Pennsylvania",,,,3.13,40.92,3.22,3.76,9.08,7.12,16.85,17.34,15.91,16.03,6.91,3.77,38.03,5.33,1.65,11.07,6.6,1.25,0.73,1.35,2.57,3.67,6.59,14.12,17.34,19.49,18.96,13.95,Combined,4000,80,960,2022
42069,Pennsylvania,Lackawanna,"Lackawanna County, Pennsylvania",,,,4.82,39.41,4.66,5.1,9.35,8.53,12.17,17.61,12.91,16.21,7.22,6.25,38.37,5.84,3.67,16.68,9.9,1.67,0.76,2.3,2.72,3.29,6.88,10.48,17.4,14.64,21.01,18.85,Combined,4000,80,960,2022
42073,Pennsylvania,Lawrence,"Lawrence County, Pennsylvania",,,,6.78,41.25,4.6,4.81,10.42,9.92,14.62,17.02,13.17,15.8,5.53,4.11,42.95,6.59,3.94,19.71,8.9,1.43,1.22,1.85,3.33,3.55,9.42,14.4,18.28,15.08,19.11,12.32,Combined,4000,80,960,2022
42079,Pennsylvania,Luzerne,"Luzerne County, Pennsylvania",,,,5.86,38.99,5.8,5.28,8.4,9.99,12.45,16.96,13.97,15.46,6.42,5.27,38.2,5.53,3.88,18.89,12.3,1.82,1.07,2.76,3.3,3.33,7.66,11.29,17.44,15.79,19.58,15.96,Combined,4000,80,960,2022
42081,Pennsylvania,Lycoming,"Lycoming County, Pennsylvania",,,,5.31,40.65,4.66,4.09,8.61,9.09,12.49,19.77,14.54,16.17,6.2,4.36,38.94,5.88,3.4,14.65,9.2,1.31,0.99,1.71,3.47,3.32,6.49,10.05,20.39,17,20.88,14.4,Combined,4000,80,960,2022
42083,Pennsylvania,McKean,"McKean County, Pennsylvania",,,,5.28,44.65,5.17,5.07,10.84,9.89,11.57,19.86,14.16,14.51,5.01,3.92,40.07,8.62,4.23,16.5,11,2.29,1.19,2.18,4.16,4.62,9.18,11.75,20.83,15.99,17.45,10.35,Combined,4000,80,960,2022
42085,Pennsylvania,Mercer,"Mercer County, Pennsylvania",,,,5.48,45.02,5.11,5.26,10.29,10.5,12.7,17.67,12.69,15.93,5.92,3.91,41.78,7.96,3.75,17.03,11,1.65,1.12,1.86,3.03,4,9.39,12.1,19.12,14.76,19.94,13.02,Combined,4000,80,960,2022
42087,Pennsylvania,Mifflin,"Mifflin County, Pennsylvania",,,,3.91,40.11,3.22,4.33,11.03,9.32,14.52,21.81,14.02,15.45,3.79,2.51,41.37,6.5,3.2,15.67,14.7,0.92,1.04,2.08,3.81,3.93,7.72,13.92,23.43,16.58,18.36,8.2,Combined,4000,80,960,2022
42089,Pennsylvania,Monroe,"Monroe County, Pennsylvania",,,,6.31,39.44,4.34,3.03,6.68,6.68,10.28,15.82,13.86,21.1,10.22,8,38.6,6.42,3.2,13.77,9.2,2.42,1.11,2.19,2.36,2.78,5.08,9.27,14.03,14.64,24.28,21.84,Combined,4000,80,960,2022
42093,Pennsylvania,Montour,"Montour County, Pennsylvania",,,,2.4,39.87,5.12,2.57,9.34,7.22,12.73,14.62,13.17,17.65,8.53,9.05,34.04,3.28,1.41,8.49,6.6,2.02,0.73,1.6,1.41,3.32,5.29,12.19,15.69,13.66,20.85,23.24,Combined,4000,80,960,2022
42097,Pennsylvania,Northumberland,"Northumberland County, Pennsylvania",,,,4.74,42.46,4.5,4.56,11.55,10.77,13.41,17.11,12.93,15.03,6.38,3.77,41.69,6.18,3.33,14.42,9.4,1.61,1.27,2.55,3.45,4.6,9.43,12.35,17.73,14.59,19.12,13.3,Combined,4000,80,960,2022
42099,Pennsylvania,Perry,"Perry County, Pennsylvania",,,,3.39,38,3.02,3.46,6.48,6.94,12.2,17.15,15.4,20.69,8.59,6.07,40.06,5.54,1.99,9.76,6.1,1.19,0.85,1.84,1.82,2.24,5.91,11.1,17.14,16.49,23.76,17.68,Combined,4000,80,960,2022
42103,Pennsylvania,Pike,"Pike County, Pennsylvania",,,,8.5,42.74,3.54,2.99,8,6.46,10.09,18.13,15.14,18.03,8.85,8.77,42.75,5.08,3.23,12.18,7.6,1.85,0.65,2.34,3.48,3.78,5.34,9.86,17.48,16.02,19.58,19.61,Combined,4000,80,960,2022
42105,Pennsylvania,Potter,"Potter County, Pennsylvania",,,,4.84,46.76,3.59,5.43,9.16,11.28,15.25,20.29,14,13.48,4.66,2.87,46.76,7.79,3.29,15,9.1,1.86,0.93,3.2,3.81,4.17,10.89,14.25,20.34,15.53,16.23,8.79,Combined,4000,80,960,2022
42107,Pennsylvania,Schuylkill,"Schuylkill County, Pennsylvania",,,,5.31,42.32,4.33,4.59,9.75,8.32,12.96,18.96,13.73,16.57,6.57,4.2,40.03,5.95,4.17,16.2,9,1.85,1.04,2.71,3.36,3.88,7.68,11.9,19.91,14.57,19.57,13.53,Combined,4000,80,960,2022
42109,Pennsylvania,Snyder,"Snyder County, Pennsylvania",,,,2.18,39.07,2.42,3.7,8.64,9.4,13.31,19.73,14.82,15.45,6.89,5.65,39.34,5.79,2.31,9.18,5.8,1.16,1.1,2.4,1.86,3.38,7.74,13.54,20.04,15.63,17.87,15.28,Combined,4000,80,960,2022
42111,Pennsylvania,Somerset,"Somerset County, Pennsylvania",,,,5.19,44.26,3.67,4.6,9.68,9.89,14.8,18.71,14.18,15.17,5.91,3.38,43.98,4.95,2.29,14.34,7.9,1.45,1.1,3.42,3.36,4.3,8.81,13.18,19.96,16.12,17.24,11.05,Combined,4000,80,960,2022
42113,Pennsylvania,Sullivan,"Sullivan County, Pennsylvania",,,,5.52,49.25,4.06,4.63,10.68,8.29,12.35,20.88,11.33,15.56,6.99,5.24,49.03,3.53,1.54,7.64,7.4,2.11,0.62,2.64,4.23,6.05,6.68,12.35,22.06,11.77,17.35,14.13,Combined,4000,80,960,2022
42115,Pennsylvania,Susquehanna,"Susquehanna County, Pennsylvania",,,,5.8,44.54,3.57,3.6,9.65,9.7,11.66,18.43,13.27,16.03,7.58,6.51,44.65,5.11,2.6,11.8,8.5,1.57,1.04,2.37,3.69,3.87,8.48,11.14,18.02,14.25,18.49,17.09,Combined,4000,80,960,2022
42117,Pennsylvania,Tioga,"Tioga County, Pennsylvania",,,,4.51,43.18,4.44,4.26,10.66,9.5,12.87,19.21,13.69,16.42,4.94,4.02,42.85,5.6,2.01,13.23,9.2,1.5,1.74,2.61,3.55,3.21,8.57,12.45,20.91,15.28,18.98,11.2,Combined,4000,80,960,2022
42119,Pennsylvania,Union,"Union County, Pennsylvania",,,,3.46,51.9,3.34,3.76,8.9,9.68,13.31,16.27,12.93,17.4,7.54,6.87,40.01,5,3.66,10.68,7.7,1.16,0.48,2.09,4.14,1.63,7.88,12.46,16.13,15.37,21,17.66,Combined,4000,80,960,2022
42121,Pennsylvania,Venango,"Venango County, Pennsylvania",,,,6.67,44.74,4.16,5.34,9.72,9.98,12.9,19.72,13.78,16.06,6.03,2.32,43.17,8.52,3.48,18.66,9.7,1.57,1.12,3.12,3.31,3.08,8.67,12.95,20.12,16.01,19.71,10.34,Combined,4000,80,960,2022
42123,Pennsylvania,Warren,"Warren County, Pennsylvania",,,,4.33,43.15,4.32,3.97,8.08,12.8,13.19,20.85,13.62,15.16,4.29,3.72,43.04,4.87,3.2,12.3,8.3,1.47,1.39,2.61,1.88,4.07,12.04,11.81,20.39,15.81,18.62,9.91,Combined,4000,80,960,2022
42125,Pennsylvania,Washington,"Washington County, Pennsylvania",,,,5.02,37.94,4.24,3.4,7.42,7.12,11.48,16.71,13.26,16.98,9.05,10.34,39.27,4.71,2.74,12.89,6.3,1.75,1.03,1.64,3.12,2.82,5.65,10.06,16.17,14.15,19.34,24.25,Combined,4000,80,960,2022
42127,Pennsylvania,Wayne,"Wayne County, Pennsylvania",,,,5.91,48.45,3.84,2.99,10.39,9.78,14,19.28,14.18,15.36,5.6,4.58,48.69,5.06,3.66,12.34,8.2,1.56,1.47,2.09,3.55,4.68,8.82,13.12,19.45,15.6,17.68,11.97,Combined,4000,80,960,2022
42129,Pennsylvania,Westmoreland,"Westmoreland County, Pennsylvania",,,,4.96,39.37,4.33,4,8.41,8.15,11.83,16.54,13.88,17.34,7.81,7.69,41.13,4.97,2.46,12.54,6.4,1.68,0.95,2.18,2.91,3.12,7.21,10.54,16.7,15.43,20.25,19.03,Combined,4000,80,960,2022
42131,Pennsylvania,Wyoming,"Wyoming County, Pennsylvania",,,,4.46,42.21,3.73,2.64,9.6,7.8,12.91,18.45,15.5,17.59,7.06,4.72,43.09,4.17,3.58,15.12,8.5,1.35,1.3,1.86,3.47,4.32,6.6,11.53,18.84,16.87,20.26,13.6,Combined,4000,80,960,2022
45007,South Carolina,Anderson,"Anderson County, South Carolina",,,,5.48,39.74,5.46,4.04,9.7,9.15,13.03,17.35,13.65,15.66,5.58,6.37,35.77,5.16,1.42,10.27,11.9,1.84,1.42,2.63,3.87,3.89,7.47,12.27,17.9,14.83,19.01,14.88,Combined,4000,80,960,2022
45021,South Carolina,Cherokee,"Cherokee County, South Carolina",,,,5.93,42.45,8.91,5.7,11.67,11.53,14.43,17.14,12.46,11.45,3.71,3,39.84,4.73,1.15,14.39,13.8,4.3,0.85,3.42,4.38,7.68,10.5,13,19.4,12.97,14.74,8.77,Combined,4000,80,960,2022
45045,South Carolina,Greenville,"Greenville County, South Carolina",,,,4.15,35.07,4.62,3.39,6.44,8.43,11.64,17.92,13.37,16.35,8.55,9.28,31.02,4.01,1.19,7.65,8.5,1.93,1.07,1.68,2.6,2.13,6.52,9.87,17.18,14.23,19.43,23.35,Combined,4000,80,960,2022
45073,South Carolina,Oconee,"Oconee County, South Carolina",,,,5.83,47.93,5.31,5.88,10.1,9.93,13.92,16.82,11.2,15.11,5.43,6.3,43.04,5.08,1,12.57,11.5,2.38,1.09,3.66,4,4.9,7.12,13.09,17.86,13.01,17.81,15.08,Combined,4000,80,960,2022
45077,South Carolina,Pickens,"Pickens County, South Carolina",,,,4.15,42.75,6.61,5.26,10.32,8.97,13.71,16.76,13.04,15.36,4.72,5.24,33.38,4.54,1.17,8.42,8.4,2.75,0.81,3.33,4.6,3.43,6.88,12.54,17.21,14.63,20.22,13.58,Combined,4000,80,960,2022
45083,South Carolina,Spartanburg,"Spartanburg County, South Carolina",,,,4.72,38.16,6.15,3.77,8.87,8.63,12.85,18.29,14.59,15.08,6.06,5.7,34.23,4.97,1.42,9.77,11.7,2.68,0.84,2.13,3.31,3.65,7.85,11.58,17.98,16.95,18.02,15.01,Combined,4000,80,960,2022
45087,South Carolina,Union,"Union County, South Carolina",,,,10.16,44.74,7.56,7.94,14.1,14.34,11.34,18.51,10.85,9.07,4.29,2,43.79,7.85,1.02,16.99,18.3,2.95,2.45,4.71,7.16,5.54,13.59,11.88,19.64,12.64,12.08,7.36,Combined,4000,80,960,2022
47001,Tennessee,Anderson,"Anderson County, Tennessee",,,,5.43,44.36,6.05,6.17,7.13,8.05,14.63,17.73,13.77,14.19,7.23,5.05,38.85,6.67,3.36,12.64,11.3,1.84,2.04,3.22,2.57,3.5,7.73,12.36,16.44,16.3,17.35,16.65,Combined,4000,80,960,2022
47007,Tennessee,Bledsoe,"Bledsoe County, Tennessee",,,,6.68,52.27,7.17,8.95,12,9.79,10.99,16.29,13.98,14.64,3.32,2.89,39.87,14.59,3.15,21.42,23.1,3.99,2.3,6.21,3.94,5.37,9.56,11.22,16.46,16.1,17.15,7.69,Combined,4000,80,960,2022
47009,Tennessee,Blount,"Blount County, Tennessee",,,,4.08,39.54,3.7,3.39,6.25,7.93,12.02,19.48,14.72,19.66,6.91,5.94,37.8,4.58,1.4,6.84,6,1.35,0.83,2.49,2.19,2.8,6.43,10.78,19.02,14.94,23.43,15.74,Combined,4000,80,960,2022
47011,Tennessee,Bradley,"Bradley County, Tennessee",,,,5.36,38.69,4.99,6.04,7.44,10.1,12.26,18.76,13.71,16.39,5.63,4.67,37.09,5.3,1.64,13.39,9.8,1.67,1.4,3.87,3.01,1.88,7.86,10.28,19.06,16.89,20.04,14.05,Combined,4000,80,960,2022
47013,Tennessee,Campbell,"Campbell County, Tennessee",,,,7.07,48.82,5.85,7.89,12.46,11.49,13.19,17.75,13.56,12.2,3.34,2.27,45.76,9.33,12.69,21.86,15.5,2.27,1.38,5.35,6.32,4.08,11.49,11.59,20.18,14.62,14.61,8.12,Combined,4000,80,960,2022
47015,Tennessee,Cannon,"Cannon County, Tennessee",,,,3.26,43.54,8.36,5.44,10.09,9.76,10.28,18.86,14.96,13.87,5.17,3.22,34.77,5.53,1.94,12.52,11.6,3.51,2.24,4.17,5.82,3.24,9.1,9.51,20.31,16.66,14.69,10.75,Combined,4000,80,960,2022
47019,Tennessee,Carter,"Carter County, Tennessee",,,,7.19,47.3,5.91,6.82,13.49,11.5,13.94,19.49,10.39,12.81,3.26,2.39,44.9,6.75,4.2,15.38,15.3,2.18,1.92,5.38,7.04,4.57,11.02,12.38,20.52,12.13,15.74,7.1,Combined,4000,80,960,2022
47025,Tennessee,Claiborne,"Claiborne County, Tennessee",,,,6.05,48.31,7.8,7.79,13.72,11.14,15.38,17.51,10.81,9.41,3.46,3,42.27,9.82,6.67,16.21,12.1,2.43,2.53,6.19,4.28,6.13,11.27,16.19,19.02,12.42,11.9,7.64,Combined,4000,80,960,2022
47027,Tennessee,Clay,"Clay County, Tennessee",,,,5.55,54.83,10.25,9.23,14.79,10.84,13.41,14.23,10.91,13.51,1.25,1.58,52.06,8.34,3.76,19.67,16.5,3.48,2.77,9.01,7.17,9.64,7.46,13.41,13.45,13.62,17.06,2.93,Combined,4000,80,960,2022
47029,Tennessee,Cocke,"Cocke County, Tennessee",,,,6.24,47.15,6.01,7.65,14.65,10.3,16.51,18.86,12.16,8.3,2.94,2.63,44.76,8.06,2.76,19.49,17,2.69,1.21,6.12,7.41,6.88,9.5,14.79,20.9,12.97,10.32,7.2,Combined,4000,80,960,2022
47031,Tennessee,Coffee,"Coffee County, Tennessee",,,,4.56,40.77,4.97,4.73,8.78,11.19,14.94,20.04,12.31,15.56,4.34,3.13,37.86,5.65,2.83,10.9,14.4,2.58,0.74,2.83,3.58,3.38,8.9,14.66,18.8,14.89,20.17,9.47,Combined,4000,80,960,2022
47035,Tennessee,Cumberland,"Cumberland County, Tennessee",,,,5.68,54.18,5.83,5.16,8.66,8.24,15.76,22,15.7,12.23,3.39,3.02,52.83,4.83,1.75,11.76,8.2,2.65,1.19,3.41,4.14,2.84,8.5,14.59,24.41,17.3,13.17,7.79,Combined,4000,80,960,2022
47041,Tennessee,DeKalb,"DeKalb County, Tennessee",,,,5.04,46.81,7.68,6.32,12.56,11.22,13.9,16.38,12.24,11.76,6.08,1.88,36.67,12.37,5.14,16.72,15.9,2.7,1.03,2.82,6.6,5.94,7.56,15.46,18.7,13.16,15.86,10.18,Combined,4000,80,960,2022
47049,Tennessee,Fentress,"Fentress County, Tennessee",,,,5.27,50.5,4.31,9.99,11.37,14.09,14.54,19.64,13.57,9.12,1.95,1.42,47.71,13.49,2.62,23.27,16.9,2.09,1.1,6.44,5.86,5.03,12.88,16.38,20.15,14.99,10.72,4.35,Combined,4000,80,960,2022
47051,Tennessee,Franklin,"Franklin County, Tennessee",,,,2.63,43.42,6.6,4.84,8.42,9.09,15.12,19.18,12.02,14.98,4.63,5.12,40.16,5.06,1.23,9.99,11.7,2.85,1.26,3.75,4.33,3.57,6.18,15.48,18.88,13.11,18.18,12.39,Combined,4000,80,960,2022
47057,Tennessee,Grainger,"Grainger County, Tennessee",,,,5.76,47.62,7.07,8.22,12.7,12.94,11.9,17.92,10.5,13.66,3.14,1.95,46.08,6.08,1.79,14.78,14.8,2.52,1.83,7.27,6.21,6.03,10.25,11.92,18.65,12.93,15.8,6.59,Combined,4000,80,960,2022
47059,Tennessee,Greene,"Greene County, Tennessee",,,,5.37,47.11,5.61,5.94,12.76,9.88,14.21,19.16,13.95,10.8,4.68,3,44.46,6.17,2.69,10.84,11.9,1.78,1.95,4.06,6,5.36,9.08,13.87,20.43,15.42,12.94,9.11,Combined,4000,80,960,2022
47061,Tennessee,Grundy,"Grundy County, Tennessee",,,,6.29,48.3,5.24,8.16,12.25,10.45,17.18,19.66,8.28,12.55,4.91,1.33,40.26,9.69,3.85,17.5,14.5,2.94,1.49,8.5,6.12,3.9,9.42,16.57,21.1,9.8,14.09,6.05,Combined,4000,80,960,2022
47063,Tennessee,Hamblen,"Hamblen County, Tennessee",,,,6.55,43.43,7.1,5.03,11.17,12.46,14.44,17.16,11.72,14.97,2.96,2.98,40.87,7.21,2.02,13.8,13.3,2.66,0.32,2.89,2.97,6.53,10.32,13.67,17.98,15.04,19.14,8.49,Combined,4000,80,960,2022
47065,Tennessee,Hamilton,"Hamilton County, Tennessee",,,,4.38,36.16,4.31,4.06,7.86,8.32,12.06,16.8,12.85,16.86,7.77,9.12,32.68,4.3,1.63,10.22,9.5,1.45,0.78,2.48,2.33,3.04,6.2,10.37,15.54,13.58,20.65,23.59,Combined,4000,80,960,2022
47067,Tennessee,Hancock,"Hancock County, Tennessee",,,,10.05,55.2,11.31,11.95,16.12,14.92,12.2,13.36,10.22,5.62,0.99,3.32,50.72,14.63,8.02,31.39,28.4,3.22,2.13,13.35,7.26,10.26,14.07,12.66,14.66,12.26,5.76,4.36,Combined,4000,80,960,2022
47073,Tennessee,Hawkins,"Hawkins County, Tennessee",,,,8.58,49.51,7.2,4.78,11.7,10.08,12.85,20.55,13.04,11.38,5.09,3.33,45.76,6.64,1.69,14.9,13.9,3.52,1.44,3.44,5.89,4.78,8.99,12.57,21.49,14.67,12.69,10.52,Combined,4000,80,960,2022
47087,Tennessee,Jackson,"Jackson County, Tennessee",,,,7.18,48.19,9.21,6.15,15.28,10.22,15.25,13.99,11.78,13.07,2.54,2.52,46.47,7.7,2.8,18.49,15.3,6.07,0.45,3.64,7.36,7.41,11.5,16.46,14.87,12.5,14.21,5.54,Combined,4000,80,960,2022
47089,Tennessee,Jefferson,"Jefferson County, Tennessee",,,,5.44,41.88,2.42,3.81,9.9,10.99,14.89,18.15,13.68,16.53,4.52,5.09,42.84,5.03,1.53,11.89,8.8,0.92,0.73,2.68,4.39,3.17,9.4,14.25,18.78,14.09,18.99,12.6,Combined,4000,80,960,2022
47091,Tennessee,Johnson,"Johnson County, Tennessee",,,,4.36,56.24,6.4,8.29,13.33,9.46,15.77,15.51,14.16,11.58,3.39,2.11,46.72,11.07,4.42,17.62,16.4,2.12,2,5,3.17,7.12,9.58,17.03,16.53,16.61,13.97,6.85,Combined,4000,80,960,2022
47093,Tennessee,Knox,"Knox County, Tennessee",,,,3.81,35.82,5.1,4.18,7.71,8.47,11.72,17,13.01,16.85,7.24,8.71,29.51,4.08,2.07,9.53,8,1.44,0.67,2.14,2.31,3.05,6.22,9.86,16.42,14.46,20.91,22.51,Combined,4000,80,960,2022
47099,Tennessee,Lawrence,"Lawrence County, Tennessee",,,,6.33,42.53,6.99,5.78,11.86,10.99,13.27,17.92,13.22,12.47,4.45,3.06,37.28,6.22,2.23,15.51,13.9,3,2.54,3.42,5.23,3.73,10.54,12.6,20.02,14.82,14.9,9.2,Combined,4000,80,960,2022
47101,Tennessee,Lewis,"Lewis County, Tennessee",,,,5.24,45.92,7.88,4.28,12.34,14.47,14.29,16.22,9.13,14.98,4.06,2.35,45.48,7.18,1.95,18.79,16.7,3.76,0.73,3.36,5.29,4.37,12.64,16.73,16.86,9.91,18.19,8.15,Combined,4000,80,960,2022
47105,Tennessee,Loudon,"Loudon County, Tennessee",,,,2.95,45.11,4.51,2.39,6.56,8.99,14.39,13.15,15.16,19.33,6.2,9.32,45.63,5.01,1.25,6.79,10.5,2.48,1.08,1.24,2.13,3.5,6.97,14.59,12.12,15.84,21.56,18.49,Combined,4000,80,960,2022
47107,Tennessee,McMinn,"McMinn County, Tennessee",,,,5.3,44.95,5.3,5.69,7.92,9.17,15.53,19.89,12.11,14.86,5.8,3.75,44.11,5.7,1.61,13.93,10.5,2.05,1.21,2.82,3.35,3.56,8.34,14.65,20.19,13.34,18.25,12.23,Combined,4000,80,960,2022
47111,Tennessee,Macon,"Macon County, Tennessee",,,,3.59,38.34,5.58,4.74,11.28,9.61,18.03,17.37,13.01,12.32,5.26,2.8,36.74,7.16,2.3,15.46,13.5,3.38,0.78,3.56,3.74,5.34,7.71,18.31,14.61,15.52,15.83,11.24,Combined,4000,80,960,2022
47115,Tennessee,Marion,"Marion County, Tennessee",,,,5.7,45.29,6.25,6.15,9.43,9.15,12.74,19.94,14.1,11.76,7.74,2.72,39.48,8.34,1.93,14.97,12.4,3.61,2.02,2.98,3.76,5.09,7.93,10.96,20.92,15.56,14.25,12.92,Combined,4000,80,960,2022
47121,Tennessee,Meigs,"Meigs County, Tennessee",,,,7.45,48.7,5.54,5.94,13.74,4.91,12.99,22.43,16.54,10.22,5.35,2.35,43.32,6.37,1.44,19.66,10.5,3.22,2.21,3.94,5.73,5.38,4.3,11.51,22.94,18.82,12.41,9.55,Combined,4000,80,960,2022
47123,Tennessee,Monroe,"Monroe County, Tennessee",,,,6.59,48.5,5.21,7.17,13.27,9.8,12.59,16.62,16.01,13.81,3.41,2.11,48.43,7.58,1.79,15.81,12.3,1.5,1.32,3.96,4.41,7.61,9.4,11.31,18.88,17.83,16.64,7.16,Combined,4000,80,960,2022
47129,Tennessee,Morgan,"Morgan County, Tennessee",,,,8.38,54.34,4.93,6.51,10.39,11.08,15.64,16.72,14.21,12.59,4.89,3.03,44.55,10.33,2.82,17.99,19.4,2.01,2.27,4.91,5.47,3.2,10.93,15.57,16.52,16.67,13.66,8.8,Combined,4000,80,960,2022
47133,Tennessee,Overton,"Overton County, Tennessee",,,,3.47,42.55,7.48,7.9,10.43,12.4,13.51,15.42,13.11,9.85,4.59,5.29,41.67,4.51,0.99,9.88,13.7,5.12,1.24,8.31,4.57,4.38,11.83,12.72,15.35,13.34,10.78,12.36,Combined,4000,80,960,2022
47137,Tennessee,Pickett,"Pickett County, Tennessee",,,,4.51,57.18,8.89,14.1,10.84,7.53,12.93,22.59,8.62,9.12,1.32,4.08,48.03,8.03,2.18,21.95,17.2,4.94,1.61,12.38,7.16,3.83,7.61,13.71,21.04,9.94,11.16,6.61,Combined,4000,80,960,2022
47139,Tennessee,Polk,"Polk County, Tennessee",,,,7.81,45.38,6.62,6.62,9.41,9.69,15,16.42,12.39,13.6,4.75,5.51,46.26,4.06,0.7,13.79,7.7,4.62,1.18,3.79,2.87,3.8,9.05,15.09,17.1,14.91,14.89,12.69,Combined,4000,80,960,2022
47141,Tennessee,Putnam,"Putnam County, Tennessee",,,,4.53,39.01,6.52,5.21,11.51,8.76,13.82,19.18,12.03,13.03,5.51,4.41,33.18,4.63,1.48,8.9,11.7,2.08,0.95,2.18,4.34,2.95,6.61,13.51,18.75,15.91,17.85,14.89,Combined,4000,80,960,2022
47143,Tennessee,Rhea,"Rhea County, Tennessee",,,,7.91,47.21,5.34,5.34,8.7,10.15,13.11,21.57,14.72,12.41,5.34,3.33,43.1,8.8,1.44,17.07,12.2,2.77,0.81,2.97,3.97,3.06,8.97,13.01,21.57,16.95,14.82,11.11,Combined,4000,80,960,2022
47145,Tennessee,Roane,"Roane County, Tennessee",,,,4.9,44.8,4.22,5.55,10.35,7.13,13.21,15.53,13.74,17.35,6.39,6.53,42.47,6.45,2.51,13.07,9,1.84,0.97,3.31,3.56,5.18,5.59,10.67,16.6,15.54,20.97,15.75,Combined,4000,80,960,2022
47151,Tennessee,Scott,"Scott County, Tennessee",,,,9.62,49.54,7.05,9.37,14.23,15.02,14.66,18.7,9.15,7.74,2.5,1.58,44.59,11.41,14.02,24.04,22.4,3.63,2.8,6.94,6.6,5.32,13.57,15.71,18.69,12.11,9.14,5.51,Combined,4000,80,960,2022
47153,Tennessee,Sequatchie,"Sequatchie County, Tennessee",,,,3.31,49.97,5.55,6.55,12.35,10.87,12.74,18.21,13.59,12.03,4.84,3.26,41.64,10.26,3.76,17.3,20.2,3.66,0.2,5.69,3.37,5.38,9.65,13,18.25,15.58,15.32,9.9,Combined,4000,80,960,2022
47155,Tennessee,Sevier,"Sevier County, Tennessee",,,,3.54,39.42,4.45,3.82,9.9,9.01,14.58,19.09,13.74,14.79,5.38,5.24,39.67,5.82,3.49,9.29,11.2,1.64,1.84,2.99,5.71,2.93,8.05,13.32,18.23,15.24,17.34,12.69,Combined,4000,80,960,2022
47159,Tennessee,Smith,"Smith County, Tennessee",,,,3.46,40.93,6.06,4.43,9.49,7.52,14.05,20.68,12.12,15.6,5.15,4.91,37.32,6.83,2.41,14.1,12.1,1.99,1.36,3.13,3.4,3.41,7.89,12.59,21.04,14.86,17.82,12.52,Combined,4000,80,960,2022
47163,Tennessee,Sullivan,"Sullivan County, Tennessee",,,,6.19,44.06,4.96,5.61,10.92,10.08,15.21,16.87,11.96,13.52,5.42,5.44,42.15,7.06,1.73,13.06,12.6,2.13,1.11,3.51,3.98,4.49,8.76,15.08,17.46,13.3,16.22,13.97,Combined,4000,80,960,2022
